STRUCTURE_NAME,REF_AREA,Reference area,Measure,Age,Sex,Unit of measure,TIME_PERIOD,OBS_VALUE
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,10.5
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,10.3
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,9.8
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,9.4
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,10.7
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,10.4
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,10.5
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,10.2
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,9.7
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,9.9
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,10.1
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,9.8
Tobacco consumption,NLD,Netherlands,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,9.3
Tobacco consumption,IND,India,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,14.7
Tobacco consumption,IND,India,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,10.9
Tobacco consumption,IND,India,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,9.1
Tobacco consumption,IND,India,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,8.6
Tobacco consumption,IND,India,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,8.1
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1746.9
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1524.6
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1404.2
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1444.1
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1361.4
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1325.4
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1170.9
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1107.7
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1070.1
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2019,959.8
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2020,871.6
Tobacco consumption,GRC,Greece,Tobacco consumption,15 years or over,Total,Grammes per person,2021,807.7
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,12.7
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,12.8
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,12.7
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,12.1
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,12.1
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,11.6
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,11.6
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,11.5
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,11.1
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,11.1
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,10.9
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,11
Tobacco consumption,ITA,Italy,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,11
Tobacco consumption,AUT,Austria,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,24.3
Tobacco consumption,AUT,Austria,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,20.6
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,17.7
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,13.2
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,14.9
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,10.2
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,13.1
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,15.8
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,14
Tobacco consumption,FIN,Finland,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,7
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,13
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,12.1
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,12.7
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,11.9
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,9.9
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,8.6
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,7.6
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,7.4
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,6.3
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,4.3
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,3.4
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,1.8
Tobacco consumption,CAN,Canada,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,2.3
Tobacco consumption,DNK,Denmark,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,20.9
Tobacco consumption,DNK,Denmark,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,17
Tobacco consumption,DNK,Denmark,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,16.9
Tobacco consumption,DNK,Denmark,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,13.9
Tobacco consumption,DNK,Denmark,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2023,11.7
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12.4
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,12.3
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,12.5
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,11.2
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,11.5
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,9.1
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,7.9
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,10.7
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,8.6
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,7.1
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,6.9
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,8.6
Tobacco consumption,SWE,Sweden,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,6.4
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1004.4
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2011,955.3
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2012,854.8
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2013,804.8
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2014,739.4
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2015,702.4
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2016,643.9
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2017,591.2
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2018,446
Tobacco consumption,GBR,United Kingdom,Tobacco consumption,15 years or over,Total,Grammes per person,2019,420.6
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,19.1
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,16.5
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,17.1
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,16.2
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,15.3
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,12.7
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,12.7
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,11.7
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,10.3
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,5.9
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,6.5
Tobacco consumption,NZL,New Zealand,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2023,3
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2010,2151
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2011,2131
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2012,2095
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2013,2054
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2014,2054
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1581
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1720
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1607
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1606
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1574
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1592
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1589
Tobacco consumption,KOR,Korea,Tobacco consumption,15 years or over,Total,Grammes per person,2022,1587
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,12.5
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,12.5
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,8.5
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,7.1
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,7.8
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,7.2
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,7.4
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,8.5
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,6.7
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,7.9
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,7.1
Tobacco consumption,BRA,Brazil,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,6.4
Tobacco consumption,SVN,Slovenia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,18.9
Tobacco consumption,SVN,Slovenia,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,17.4
Tobacco consumption,AUT,Austria,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,15.6
Tobacco consumption,AUT,Austria,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,15.4
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,14.2
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,14.3
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,13.8
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,11.4
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,12.6
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,10.9
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,10.2
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,9.4
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,8.6
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,8.2
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,7.3
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,7.2
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,6.2
Tobacco consumption,ISL,Iceland,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2023,5.7
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,12.6
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,11.5
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,11.2
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,11.2
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,10.9
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,10.6
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,10.2
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,10.3
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,10
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,10
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,9.4
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,9.9
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,9.9
Tobacco consumption,NZL,New Zealand,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2023,9.3
Tobacco consumption,SVK,Slovak Republic,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,22.9
Tobacco consumption,SVK,Slovak Republic,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,21
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1211
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1113.2
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1173.7
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1041.7
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1021
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1076.5
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1077.8
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1073.7
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1178.2
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1179.5
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1182.4
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1252
Tobacco consumption,TUR,Türkiye,Tobacco consumption,15 years or over,Total,Grammes per person,2022,1233
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2010,15.1
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,14.9
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,14.8
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2013,14.7
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2014,14.8
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,14.6
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,14.7
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,14.4
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,14.2
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,14.5
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2020,14.1
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,13.9
Tobacco consumption,CAN,Canada,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,13.4
Tobacco consumption,MEX,Mexico,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2011,6.6
Tobacco consumption,MEX,Mexico,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2012,6.3
Tobacco consumption,MEX,Mexico,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,7.7
Tobacco consumption,MEX,Mexico,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,7.4
Tobacco consumption,MEX,Mexico,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,7.1
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1694
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1785
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1692
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1634
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1625
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1613
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1524
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2017,1523
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2018,1507
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2019,1503
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2020,1556
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2021,1543
Tobacco consumption,DEU,Germany,Tobacco consumption,15 years or over,Total,Grammes per person,2022,1350
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,21.5
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,21.4
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,20.7
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,20.3
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,18.4
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,18.4
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,18.4
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,17.9
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,19.7
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,17
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,17.3
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,17.1
Tobacco consumption,ITA,Italy,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,16.9
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2015,14.1
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2016,12
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2017,14
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2018,13
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2019,13
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2021,13.5
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2022,13
Tobacco consumption,IRL,Ireland,Tobacco consumption,Total,Total,Cigarettes per smoker per day,2023,12.7
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2010,15.1
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2011,14.8
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2012,14.2
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2013,13.7
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2014,12.9
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2015,11.4
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2016,11.8
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2017,10.5
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2018,10.3
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2019,10.9
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2020,9.4
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2021,8.8
Tobacco consumption,USA,United States,Share of population who are daily smokers,15 years or over,Total,Percentage of population,2022,8.9
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2010,14
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2011,18
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2012,14.9
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2013,15.2
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2014,12.4
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2015,13.2
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2016,14.5
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2017,14.8
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2018,11.5
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2019,13.1
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2020,11.4
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2021,11.9
Tobacco consumption,KOR,Korea,Share of population who are daily smokers,From 15 to 24 years,Total,Percentage of population,2022,12
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2010,1796
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2011,1701
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2012,1681
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2013,1570
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2014,1470
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2015,1406
Tobacco consumption,CHE,Switzerland,Tobacco consumption,15 years or over,Total,Grammes per person,2016,1352
