STRUCTURE_NAME,REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,Cause of death,TIME_PERIOD,OBS_VALUE
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.4
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.5
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2022,17.5
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,21.3
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,20.9
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,20.4
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,20.2
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,18.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,18.3
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,17.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,22.4
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,22.6
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,17.5
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,18.7
Causes of mortality,CAN,Canada,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,17.8
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,3.9
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,3.8
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,3.5
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,3.2
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,2.9
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,3.2
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,3.7
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,3.6
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,4
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,3.9
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,3.9
Causes of mortality,ARG,Argentina,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,4.2
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2022,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.2
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.1
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.7
Causes of mortality,FRA,France,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.6
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.1
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.1
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,0.2
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,0.3
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.2
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.4
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,0.1
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,0.2
Causes of mortality,NZL,New Zealand,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,0.4
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,126.2
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,126.4
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,126.3
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,121.1
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,131
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,130.4
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,126.2
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,133.6
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,128.1
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,128.5
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,130
Causes of mortality,MEX,Mexico,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,127.8
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,10.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,14.7
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,14
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,14.1
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,14.6
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,13.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,13.9
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,13.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,12.7
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,11.4
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,11.2
Causes of mortality,CHE,Switzerland,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,9.6
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,120.7
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,119.6
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,112.7
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,113.3
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,87.2
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,73.1
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,137.5
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,126.9
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,130.6
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,128.3
Causes of mortality,CRI,Costa Rica,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,138.2
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,210.3
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,210.4
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,212.5
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,210.9
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,210.3
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,206.2
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,214.7
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,214.9
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,213
Causes of mortality,PRT,Portugal,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,211.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2012,2.7
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,3.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2015,3.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2016,3.3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2017,2.7
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2018,2.3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2019,3.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2020,2.2
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2021,2.5
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2010,2.7
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2011,2.9
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2016,4
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2017,3.5
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2018,2.9
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2019,2.5
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2020,2.1
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2021,1.7
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2010,7
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2011,5.8
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2012,6.4
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2013,5.3
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2014,4.7
Causes of mortality,KOR,Korea,Mortality,Deaths per 100 000 inhabitants,Total,Total,Asthma,2015,4.6
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,29.2
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,29.1
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,29.8
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,28.5
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,34.5
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,33.8
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,34
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,32.5
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,33.2
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,31.3
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,30.8
Causes of mortality,COL,Colombia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,31.7
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,77.2
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,71.9
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,65.2
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,63.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,61.5
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,57.7
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,52
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,333.7
Causes of mortality,RUS,Russia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,538.2
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,48.1
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,92.8
Causes of mortality,DNK,Denmark,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,80.1
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,28.7
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,35.1
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,39.3
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,47.5
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,57.6
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,79.9
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,91.9
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,95.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,32
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,26.8
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,29.5
Causes of mortality,HRV,Croatia,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,27.1
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,105.3
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,118.4
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,133.5
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,146.8
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,157.1
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,125.3
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,119.6
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,118.5
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,115.6
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,118.8
Causes of mortality,PER,Peru,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,116.5
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,15.3
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,15.7
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,15.6
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,14.8
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,17.1
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,16
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,19.3
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,19.1
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,18.2
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,16.6
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,16.6
Causes of mortality,ESP,Spain,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,17.1
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2017,12.5
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2018,15.4
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2019,17.3
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2020,20
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2021,20.7
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2022,18.4
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2010,8.5
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2011,8.5
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2012,9.8
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2013,9.4
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2014,8.5
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2015,9.6
Causes of mortality,LTU,Lithuania,Mortality,Deaths per 100 000 inhabitants,Total,Total,Diabetes,2016,9.1
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,260.5
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,265.9
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,247.8
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,244.1
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,240.7
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,235.7
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,302.8
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,283.5
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,277.7
Causes of mortality,ROU,Romania,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,261.2
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,199.2
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,189.5
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,179.9
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,141.6
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2020,126.7
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,128
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2022,124.5
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,330.9
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,289
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,284
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2013,247.3
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,230.6
Causes of mortality,EST,Estonia,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,209.6
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2018,192.5
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2019,190.5
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2020,184.9
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2021,186.5
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2010,219.3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2011,216.5
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2012,216.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2013,209.9
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2014,207.3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2015,206.1
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2016,201.3
Causes of mortality,CHL,Chile,Mortality,Deaths per 100 000 inhabitants,Total,Total,Cancer,2017,196.4
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2021,41.4
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2022,38.8
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,67.4
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,60.2
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,59.1
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2019,47.7
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2014,64.1
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2015,58.9
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2010,72.9
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2011,75.3
Causes of mortality,LUX,Luxembourg,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2012,65.3
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2013,0.2
Causes of mortality,SWE,Sweden,Mortality,Deaths per 100 000 inhabitants,Total,Total,HIV-AIDS,2014,0.1
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2016,33.8
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2017,32.7
Causes of mortality,JPN,Japan,Mortality,Deaths per 100 000 inhabitants,Total,Total,heart diseases,2018,32
