REF_AREA,Reference area,Measure,Unit of measure,Age,Sex,TIME_PERIOD,OBS_VALUE,TIME_RANGE
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,109.7,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,122.3,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,106.4,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,98.8,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,105.6,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,95.8,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,92.8,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,91.7,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,86.5,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,78.8,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,73.1,
MEX,Mexico,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,28.1,
MLT,Malta,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,9.2,Data applies to previous five years inclusive
MLT,Malta,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,11.4,Data applies to previous five years inclusive
MLT,Malta,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,14.9,Data applies to previous five years inclusive
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2000,304.5,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2001,301,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2002,288.4,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2003,296.7,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2004,310.8,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2005,298.5,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,304,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,302.8,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,300.5,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,292.2,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,287.8,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,289.4,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,289.2,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2013,267.2,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,280.8,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,277.3,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,254.3,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,272,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,253.2,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,257.2,
FIN,Finland,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,242.6,
DNK,Denmark,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,14,Data applies to previous five years inclusive
DNK,Denmark,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,15.7,Data applies to previous five years inclusive
DNK,Denmark,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,20.1,Data applies to previous five years inclusive
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2002,474.5,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2003,476.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2004,451.4,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2005,448.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,407.9,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,424.2,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,424.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,410.5,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,395.5,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,380.4,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,360.5,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,356.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,340.5,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,334.3,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,311.1,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,313.9,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,269.4,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,262.8,
AUT,Austria,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,181.2,
TUR,Türkiye,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,16.4,Data applies to previous five years inclusive
TUR,Türkiye,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,18.6,Data applies to previous five years inclusive
TUR,Türkiye,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,20.5,Data applies to previous five years inclusive
DNK,Denmark,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,52.7,Data applies to previous five years inclusive
DNK,Denmark,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,57.7,Data applies to previous five years inclusive
DNK,Denmark,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,63.4,Data applies to previous five years inclusive
USA,United States,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,185.4,
USA,United States,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,229.1,
USA,United States,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,271.6,
USA,United States,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,192.2,
USA,United States,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,170.5,
USA,United States,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,109.1,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,353.7,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,338.2,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,295.1,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,274.6,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,263.2,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,246.5,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,232.9,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,198.8,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,203.2,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,182.1,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,167.9,
SVK,Slovak Republic,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,112,
BRA,Brazil,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,73.4,Data applies to previous five years inclusive
BRA,Brazil,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,77.1,Data applies to previous five years inclusive
BRA,Brazil,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,74.9,Data applies to previous five years inclusive
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2008,122.1,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,116.2,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,113.5,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,107.6,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,103.5,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,96.2,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,97,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,97.3,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,96.2,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,95.3,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,98.5,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,94.5,
KOR,Korea,Congestive heart failure hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,82.1,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,178.5,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,168.8,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,170.8,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,175.5,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,179.1,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,184.4,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,185.2,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,185.4,
LTU,Lithuania,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,101.3,
ITA,Italy,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2004,81.3,Data applies to previous five years inclusive
ITA,Italy,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2009,86,Data applies to previous five years inclusive
ITA,Italy,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2014,88.2,Data applies to previous five years inclusive
AUS,Australia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,13.4,Data applies to previous five years inclusive
AUS,Australia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,15.5,Data applies to previous five years inclusive
AUS,Australia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,17.4,Data applies to previous five years inclusive
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2007,263.5,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,245.3,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,259.9,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,254.9,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,265.5,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,262.1,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,261.4,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,250.7,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,253.4,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,256.2,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,241.6,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,229.5,
CAN,Canada,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,118.8,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2000,471.8,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2001,425.7,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2002,480.2,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2003,502.1,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2004,465.4,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2005,508.7,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,455.7,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,517.9,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,486.2,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,477.3,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,442.5,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,434.3,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,421.9,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,385.9,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,382.9,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,393,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,337.5,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,350.1,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,369.8,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,346.3,
ESP,Spain,Asthma and chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,230.1,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2000,260.8,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2001,258.5,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2002,259.9,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2003,241.3,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2004,266.3,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2005,267.7,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2006,241.2,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2007,269.5,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2008,304.9,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2009,304.4,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2010,231.7,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2011,252.9,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2012,237.7,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2013,264.2,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,243.9,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,300.2,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,255.4,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,227.2,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,266.3,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,286,
ISL,Iceland,Congestive heart failure and hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,228.5,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2007,250,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2008,242.3,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,212.8,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,212.9,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,216.7,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,219.8,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,197.5,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,188.4,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,189.7,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,185.8,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,178.9,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,171.6,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,156.9,
SGP,Singapore,Chronic obstructive pulmonary disease hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,104.5,
FIN,Finland,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,67.8,Data applies to previous five years inclusive
FIN,Finland,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,65.2,Data applies to previous five years inclusive
FIN,Finland,Cervical cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,67.4,Data applies to previous five years inclusive
MLT,Malta,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Male,2014,231.8,
MLT,Malta,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Male,2015,233.3,
MLT,Malta,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Male,2016,231.9,
MLT,Malta,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Male,2017,282.5,
MLT,Malta,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Male,2018,239.7,
MLT,Malta,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Male,2019,240.7,
MLT,Malta,Diabetes hospital admission,Per 100 000 inhabitants,15 years or over,Male,2020,177.3,
EST,Estonia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2004,9.3,Data applies to previous five years inclusive
EST,Estonia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2009,13.5,Data applies to previous five years inclusive
EST,Estonia,Lung cancer five-year net survival,Percentage of population who have condition,15 years or over,Male,2014,15.3,Data applies to previous five years inclusive
GBR,United Kingdom,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,56.8,Data applies to previous five years inclusive
GBR,United Kingdom,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,61.1,Data applies to previous five years inclusive
GBR,United Kingdom,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,64.4,Data applies to previous five years inclusive
CZE,Czechia,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,18.7,Data applies to previous five years inclusive
CZE,Czechia,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,19.3,Data applies to previous five years inclusive
CZE,Czechia,Stomach cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2014,20.6,Data applies to previous five years inclusive
MLT,Malta,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2004,55.1,Data applies to previous five years inclusive
MLT,Malta,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Total,2009,53.8,Data applies to previous five years inclusive
COL,Colombia,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,72.3,Data applies to previous five years inclusive
COL,Colombia,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2009,79.1,Data applies to previous five years inclusive
COL,Colombia,Breast cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2014,72.1,Data applies to previous five years inclusive
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2005,53.5,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2006,54.7,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2007,50.4,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2008,46.4,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2009,46.1,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2010,51.7,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2011,45.9,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2012,52.1,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2013,50.2,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2014,55.9,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2015,57.6,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2016,60.6,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2017,62,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2018,60.3,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2019,71.9,
DNK,Denmark,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Total,2020,56.5,
CZE,Czechia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2004,86.4,Data applies to previous five years inclusive
CZE,Czechia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2009,91.6,Data applies to previous five years inclusive
CZE,Czechia,Childhood acute lymphoblastic leukaemia five-year net survival,Percentage of population who have condition,14 years or less,Male,2014,89.3,Data applies to previous five years inclusive
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2006,34.3,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2007,38.3,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2008,39.1,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2009,41.9,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2010,43.3,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2011,43.9,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2012,50,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2014,46.2,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,50.1,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2016,51.4,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2017,50.3,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2018,45.4,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2019,45.8,
NLD,Netherlands,Asthma hospital admission,Per 100 000 inhabitants,15 years or over,Female,2020,27.3,
TUR,Türkiye,Hypertension hospital admission,Per 100 000 inhabitants,15 years or over,Female,2015,82.3,
FRA,France,Rectal cancer five-year net survival,Percentage of population who have condition,15 years or over,Female,2004,61.2,Data applies to previous five years inclusive
